[501636.57199635624, 349792.3445429702, 286118.6756343762, 286044.6756343762, 285414.6756343762, 284862.6756343762, 247300.89636198018, 225004.00672578212, 224473.00672578212, 139011.44818099006, 138857.44818099006, 138034.44818099006, 137294.44818099006, 135546.44818099006, 115514.55854479206, 114464.55854479206, 114429.55854479206, 94416.66890859405, 73965.77927239603, 73802.77927239603, 52525.889636198015, 52350.889636198015, 33866.0, 31013.0, 30824.0, 30261.0, 30129.0, 29909.0, 29093.0, 28927.0, 28839.0, 28799.0, 28579.0, 28476.0, 28267.0, 27989.0, 27760.0, 27496.0, 27456.0]	[-513645.35126875225, -706262.3579945342, -428037.79272396024, -513645.35126875225, -428037.79272396024, -256822.67563437618, -428037.79272396024, -214018.89636198018, -192617.00672578212, -192617.00672578212, -299626.45490677224, -278224.5652705742, -192617.00672578212, -898879.3647203163, -342430.2341791682, -363832.1238153662, -85607.55854479206, -85607.55854479206, -256822.67563437618, -42803.77927239603, -42803.77927239603, -21401.889636198015, -21401.889636198015, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -535047.2409049502, -0.0, -278224.5652705742, -21401.889636198015, -0.0, -513645.35126875225, -0.0, -642056.6890859402, -0.0, -342430.23417916824]	[-28549.0, -30533.0, -29683.0, -32865.0, -28190.0, -28592.0, -27794.0, -33282.0, -32387.0, -31856.0, -26242.0, -34470.0, -31416.0, -29922.0, -30054.0, -32928.0, -29748.0, -28822.0, -33612.0, -31162.0, -30999.0, -31124.0, -30949.0, -33866.0, -31013.0, -31441.0, -30261.0, -30129.0, -29909.0, -32969.0, -28927.0, -29031.0, -28619.0, -28579.0, -30909.0, -28267.0, -25843.0, -27760.0, -29182.0]	[15, 18, 35, 198, 284, 286, 305, 316, 317, 332, 411, 477, 541, 1299, 1385, 2356, 4422, 5459, 5605, 7219, 12305, 12484, 12554, 14504, 20097, 20227, 58394, 59447, 61859, 62033, 92502, 110217, 256373, 493478, 493480, 494871, 511040, 545756, 600160]
[711031.4683583364, 689323.5787221383, 602553.0201773463, 499328.57199635624, 478592.6823601582, 397131.1238153663, 352554.3445429702, 311073.5652705742, 289644.6756343762, 267096.7859981782, 245667.89636198012, 203752.11708958412, 202955.11708958412, 160279.3378171881, 157528.3378171881, 157286.3378171881, 135894.44818099006, 117268.55854479206, 117043.55854479206, 53207.889636198015, 32703.0, 32543.0, 32176.0, 32129.0, 31334.0, 30848.0, 30608.0, 29271.0, 29171.0, 29098.0, 28462.0, 28361.0, 28355.0, 27714.0, 27601.0]	[-706262.3579945342, -684860.4683583364, -1091496.3714460984, -577851.0201773463, -470841.57199635624, -642056.6890859402, -535047.2409049503, -321028.3445429702, -428037.79272396024, -770468.0269031283, -556449.1305411484, -214018.89636198012, -171215.11708958412, -171215.11708958412, -128411.33781718809, -556449.1305411482, -192617.00672578215, -278224.5652705742, -535047.2409049502, -85607.55854479206, -406635.9030877622, -0.0, -0.0, -791869.9165393263, -0.0, -171215.11708958412, -0.0, -0.0, -599252.9098135442, -0.0, -1027290.7025375044, -0.0, -642056.6890859402, -0.0, -0.0]	[-25745.0, -26171.0, -26035.0, -24702.0, -28487.0, -31553.0, -25790.0, -31526.0, -33097.0, -29037.0, -29655.0, -31649.0, -32537.0, -31740.0, -31868.0, -27316.0, -27183.0, -31075.0, -31558.0, -31436.0, -29495.0, -32703.0, -32543.0, -31680.0, -32129.0, -31543.0, -30848.0, -30608.0, -29972.0, -29171.0, -24760.0, -28462.0, -29074.0, -28355.0, -27714.0]	[1, 3, 6, 8, 11, 16, 38, 41, 44, 70, 90, 123, 148, 189, 241, 288, 359, 1137, 7298, 7586, 7623, 8471, 8523, 8666, 8885, 9472, 10392, 10410, 23357, 57761, 1532453, 1532559, 1533014, 1533123, 1533730]
[393207.1238153662, 372506.23417916824, 267565.7859981782, 246523.89636198015, 228297.00672578215, 226213.00672578215, 71265.77927239603, 31534.0, 29394.0, 28761.0, 28658.0, 28636.0, 27516.0, 27217.0, 26634.0, 26351.0, 26329.0, 25808.0, 25669.0]	[-556449.1305411482, -363832.1238153662, -599252.9098135442, -235420.78599817818, -214018.89636198015, -620654.7994497422, -406635.9030877622, -513645.35126875225, -642056.6890859402, -0.0, -342430.23417916824, -577851.0201773462, -0.0, -0.0, -0.0, -513645.35126875225, -513645.35126875225, -535047.2409049502, -363832.12381536624]	[-29625.0, -29375.0, -27830.0, -32145.0, -32505.0, -32059.0, -34804.0, -34000.0, -31458.0, -29394.0, -31294.0, -32315.0, -28636.0, -27516.0, -27217.0, -30991.0, -28481.0, -29243.0, -27877.0]	[2, 3, 16, 23, 76, 541, 974, 1167, 4107, 11314, 11426, 13839, 16311, 47247, 47607, 85828, 256889, 257002, 261129]
[223099.00672578215, 222732.00672578215, 221316.00672578215, 199111.11708958412, 198474.11708958412, 198227.11708958412, 159030.3378171881, 156449.3378171881, 135338.44818099006, 116380.55854479206, 115982.55854479206, 115792.55854479206, 115679.55854479206, 92399.66890859405, 71806.77927239603, 51034.889636198015, 31315.0, 31080.0, 29817.0, 29807.0, 28904.0, 28692.0, 28379.0, 28369.0, 28122.0, 27460.0, 27104.0, 27057.0, 26944.0, 26521.0, 26326.0, 26124.0]	[-385234.01345156424, -192617.00672578215, -192617.00672578215, -192617.00672578215, -556449.1305411482, -171215.11708958412, -171215.11708958412, -406635.9030877622, -128411.33781718809, -535047.2409049503, -834673.6958117222, -85607.55854479206, -342430.23417916824, -406635.9030877622, -342430.23417916824, -877477.4750841183, -470841.57199635624, -749066.1372669302, -0.0, -0.0, -941683.1439927123, -342430.23417916824, -428037.79272396024, -0.0, -0.0, -0.0, -599252.9098135442, -256822.67563437618, -0.0, -0.0, -513645.35126875225, -599252.9098135442]	[-31317.0, -30482.0, -30115.0, -28699.0, -29786.0, -27259.0, -27012.0, -29735.0, -28038.0, -34538.0, -24617.0, -30375.0, -32575.0, -31664.0, -31423.0, -31626.0, -29244.0, -29046.0, -31080.0, -29817.0, -28060.0, -29033.0, -33910.0, -28379.0, -28369.0, -28122.0, -28474.0, -30588.0, -27057.0, -26944.0, -27501.0, -27610.0]	[26, 78, 143, 192, 245, 451, 1202, 1204, 1230, 2076, 2276, 2288, 2864, 2960, 2972, 3099, 3239, 3782, 560883, 560936, 562027, 562870, 564380, 566088, 566252, 676122, 677501, 678670, 693587, 700982, 1196810, 1196917]
[734003.3579945343, 479911.6823601583, 412902.0134515643, 367641.2341791682, 327566.45490677224, 283356.6756343762, 157179.3378171881, 117626.55854479206, 117278.55854479206, 116911.55854479206, 73784.77927239603, 52429.889636198015, 51606.889636198015, 33614.0, 33479.0, 31458.0, 31211.0, 31148.0, 29817.0, 29398.0, 29010.0, 28850.0, 28214.0, 27989.0, 26951.0]	[-898879.3647203163, -706262.3579945343, -449439.6823601583, -556449.1305411482, -406635.9030877623, -599252.9098135442, -449439.6823601582, -278224.5652705742, -85607.55854479206, -684860.4683583362, -513645.35126875225, -727664.2476307323, -363832.12381536624, -21401.889636198015, -385234.01345156424, -0.0, -492243.4616325542, -556449.1305411482, -727664.2476307323, -342430.23417916824, -0.0, -342430.23417916824, -0.0, -0.0, -0.0]	[-30999.0, -27741.0, -30472.0, -29221.0, -26815.0, -29137.0, -33435.0, -26082.0, -32019.0, -30200.0, -34338.0, -30335.0, -29650.0, -30205.0, -29144.0, -33479.0, -26342.0, -31611.0, -27420.0, -30042.0, -29398.0, -31421.0, -28850.0, -28214.0, -27989.0]	[1, 2, 12, 18, 25, 37, 86, 93, 239, 280, 11821, 11934, 12158, 12185, 12856, 19263, 25372, 71963, 371921, 372167, 373146, 377327, 434829, 591844, 2546475]
[392039.1238153662, 285584.6756343762, 240837.89636198015, 158949.3378171881, 158316.3378171881, 157503.3378171881, 156843.3378171881, 134676.44818099006, 113653.55854479206, 113542.55854479206, 73313.77927239603, 72343.77927239603, 72337.77927239603, 72327.77927239603, 71648.77927239603, 69910.77927239603, 69819.77927239603, 29413.0, 29021.0, 28940.0, 28690.0, 28476.0, 26838.0, 26791.0, 26377.0, 26081.0, 25833.0, 25788.0, 25559.0]	[-535047.2409049502, -577851.0201773463, -556449.1305411482, -214018.89636198015, -128411.33781718809, -128411.33781718809, -278224.5652705742, -128411.33781718809, -278224.5652705742, -85607.55854479206, -85607.55854479206, -42803.77927239603, -85607.55854479206, -727664.2476307323, -1112898.2610822965, -556449.1305411482, -770468.0269031283, -42803.77927239603, -770468.0269031283, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -599252.9098135442, -0.0]	[-30247.0, -28589.0, -28940.0, -26819.0, -30538.0, -29905.0, -30822.0, -28432.0, -28278.0, -28046.0, -27935.0, -30510.0, -29293.0, -26583.0, -33425.0, -30610.0, -30425.0, -27016.0, -29663.0, -29021.0, -28940.0, -28690.0, -28476.0, -26838.0, -26791.0, -26377.0, -26081.0, -26625.0, -25788.0]	[3, 13, 22, 30, 34, 76, 80, 1045, 1663, 1927, 5935, 6168, 7167, 7377, 8072, 8088, 10668, 11527, 11602, 11824, 13184, 14482, 159190, 177304, 668608, 859859, 885247, 2232461, 2233283]
[202718.11708958412, 201014.11708958412, 199518.11708958412, 197745.11708958412, 113240.55854479206, 92596.66890859405, 91827.66890859405, 91711.66890859405, 91037.66890859405, 90887.66890859405, 50123.889636198015, 28872.0, 28641.0, 28525.0, 28097.0, 27748.0, 27736.0]	[-556449.1305411482, -342430.23417916824, -278224.5652705742, -171215.11708958412, -171215.11708958412, -128411.33781718809, -64205.668908594045, -64205.668908594045, -64205.668908594045, -278224.5652705742, -813271.8061755243, -21401.889636198015, -171215.11708958412, -470841.57199635624, -0.0, -0.0, -0.0]	[-28405.0, -31864.0, -34086.0, -28303.0, -26530.0, -26928.0, -28391.0, -27622.0, -27506.0, -26319.0, -27101.0, -28722.0, -28244.0, -31598.0, -28525.0, -28097.0, -27748.0]	[8, 19, 852, 1229, 1887, 2048, 2496, 3204, 3255, 3815, 3827, 3837, 3194901, 3195655, 3195810, 3198165, 3198777]
[479670.6823601582, 457719.79272396024, 289274.6756343762, 285183.6756343762, 284618.6756343762, 222323.00672578215, 222100.00672578215, 221816.00672578215, 200815.11708958412, 200385.11708958412, 139223.44818099006, 139079.44818099006, 117788.55854479206, 114629.55854479206, 114619.55854479206, 114455.55854479206, 112256.55854479206, 54281.889636198015, 32880.0, 29194.0, 28815.0, 28555.0, 28260.0, 27994.0, 27898.0, 27347.0, 27259.0, 27187.0, 26930.0]	[-599252.9098135442, -984486.9232651083, -428037.79272396024, -256822.67563437618, -256822.67563437618, -706262.3579945343, -192617.00672578215, -556449.1305411482, -192617.00672578215, -256822.67563437618, -278224.5652705742, -107009.44818099008, -107009.44818099008, -85607.55854479206, -256822.67563437618, -85607.55854479206, -85607.55854479206, -449439.6823601583, -492243.4616325543, -0.0, -428037.79272396024, -449439.6823601582, -0.0, -0.0, -0.0, -278224.5652705742, -0.0, -0.0, -684860.4683583362]	[-29841.0, -33313.0, -29682.0, -32452.0, -29408.0, -24794.0, -29706.0, -27680.0, -29199.0, -31003.0, -28944.0, -32214.0, -32070.0, -32181.0, -27661.0, -29012.0, -28848.0, -27163.0, -26420.0, -32880.0, -27465.0, -27543.0, -28555.0, -28260.0, -27994.0, -31381.0, -27347.0, -27259.0, -28237.0]	[1, 4, 5, 23, 30, 114, 183, 304, 401, 542, 644, 689, 728, 809, 1766, 6196, 6227, 18297, 18342, 39801, 39847, 925089, 925303, 1042350, 1405300, 1894670, 2618555, 2708290, 2716744]
[287053.6756343762, 286903.6756343762, 285883.6756343762, 284110.6756343762, 115111.55854479206, 75387.77927239603, 54149.889636198015, 53933.889636198015, 31710.0, 31647.0, 31519.0, 30545.0, 29443.0, 29389.0, 29286.0, 29183.0, 29020.0, 28622.0, 28361.0, 28324.0, 28277.0, 27097.0]	[-385234.01345156424, -256822.67563437618, -256822.67563437618, -342430.23417916824, -256822.67563437618, -321028.34454297024, -684860.4683583362, -556449.1305411482, -21401.889636198015, -0.0, -684860.4683583362, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -363832.1238153663, -556449.1305411482, -0.0, -0.0]	[-27119.0, -30231.0, -30081.0, -28325.0, -29061.0, -31645.0, -30986.0, -30628.0, -32532.0, -31710.0, -33060.0, -31519.0, -30545.0, -29443.0, -29389.0, -29286.0, -29183.0, -29020.0, -25617.0, -26461.0, -28324.0, -28277.0]	[13, 16, 112, 128, 481, 524, 1131, 1327, 2504, 8006, 8060, 8749, 9240, 34106, 35762, 42538, 414406, 991987, 992116, 992185, 997627, 1694983]
[625107.9098135442, 414754.01345156424, 392577.1238153662, 391360.1238153662, 372116.23417916824, 224064.00672578215, 223337.00672578215, 222192.00672578215, 222067.00672578212, 198820.11708958412, 198745.11708958412, 116186.55854479206, 114331.55854479206, 114193.55854479206, 114183.55854479206, 55150.889636198015, 53295.889636198015, 52909.889636198015, 30864.0, 30827.0, 28927.0, 27857.0]	[-941683.1439927123, -599252.9098135442, -513645.35126875225, -363832.1238153662, -363832.1238153662, -342430.23417916824, -428037.79272396024, -192617.00672578215, -192617.00672578215, -192617.00672578212, -171215.11708958412, -642056.6890859402, -85607.55854479206, -620654.7994497423, -85607.55854479206, -492243.4616325542, -642056.6890859402, -42803.77927239603, -128411.33781718809, -727664.2476307323, -342430.23417916824, -620654.7994497423]	[-33162.0, -25855.0, -33688.0, -28745.0, -27528.0, -29686.0, -28340.0, -30720.0, -29575.0, -29450.0, -27605.0, -27611.0, -30579.0, -28406.0, -28586.0, -25977.0, -32512.0, -31587.0, -29916.0, -27899.0, -31489.0, -25286.0]	[4, 5, 33, 34, 41, 96, 104, 248, 251, 258, 353, 434, 441, 470, 665, 2365, 2370, 2445, 3710, 8388, 15243, 55665]
