-2073.6549077453874	4378.770679641493	-31586.0	-0.0	
-8854.148857442871	1004.8971301604357	-13679.0	-6983.0	
-8476.8587	3175.4115184231337	-123871.0	-8276.0	
-2335.7389119455975	4697.190667181515	-31586.0	-0.0	
-8875.63835	1057.7813121147856	-13679.0	-6983.0	
-8427.4747	3687.2687948886924	-121983.0	-8276.0	
-2189.4140957047853	4578.336684090135	-31586.0	-0.0	
-8874.512374793754	1053.7422468068985	-13679.0	-6983.0	
-8413.26095	3148.1724794323286	-141642.0	-8276.0	
-2092.9790739536975	4407.846934562219	-31586.0	-0.0	
-8883.032136696582	1037.9116169219772	-13679.0	-6123.0	
-8522.5352	3272.247633655032	-112391.0	-8276.0	
-2175.501625081254	4464.456958828443	-31586.0	-0.0	
-8892.450216493506	1050.03168759456	-13758.0	-6123.0	
-8318.66565	1248.4081878776983	-87072.0	-8276.0	
-2058.023701185059	4333.892710637246	-27405.5	-0.0	
-8883.02996566781	1047.5803163964974	-13758.0	-6123.0	
-8371.1474	3723.7539948381705	-167408.0	-8276.0	
-2228.6198559928	4528.9490056319955	-31586.0	-0.0	
-8889.679082889897	1061.2843823354972	-13961.0	-6123.0	
-8576.07375	4191.843228439125	-123387.0	-8276.0	
-2122.615655782789	4493.252133445345	-31586.0	-0.0	
-8895.865655037936	1067.398208409439	-13961.0	-6123.0	
-8503.2951	4930.685879146631	-167077.0	-8276.0	
-2266.6178558927945	4538.687970513655	-31586.0	-0.0	
-8896.593288038799	1070.3399878734876	-13961.0	-6123.0	
-8322.1612	1800.1835662549977	-114912.0	-8276.0	
-2193.91997099855	4519.263010770253	-31586.0	-0.0	
-8896.739395424183	1069.2625683338667	-13961.0	-6123.0	
-8343.3352	945.9396765338472	-85258.0	-8313.0	
-2073.6549077453874	4378.770679641493	-31586.0	-0.0	
-8854.148857442871	1004.8971301604357	-13679.0	-6983.0	
-8476.8587	3175.4115184231337	-123871.0	-8276.0	
-2335.7389119455975	4697.190667181515	-31586.0	-0.0	
-8875.63835	1057.7813121147856	-13679.0	-6983.0	
-8427.4747	3687.2687948886924	-121983.0	-8276.0	
-2189.4140957047853	4578.336684090135	-31586.0	-0.0	
-8874.512374793754	1053.7422468068985	-13679.0	-6983.0	
-8413.26095	3148.1724794323286	-141642.0	-8276.0	
-2092.9790739536975	4407.846934562219	-31586.0	-0.0	
-8883.032136696582	1037.9116169219772	-13679.0	-6123.0	
-8522.5352	3272.247633655032	-112391.0	-8276.0	
-2175.501625081254	4464.456958828443	-31586.0	-0.0	
-8892.450216493506	1050.03168759456	-13758.0	-6123.0	
-8318.66565	1248.4081878776983	-87072.0	-8276.0	
-2058.023701185059	4333.892710637246	-27405.5	-0.0	
-8883.02996566781	1047.5803163964974	-13758.0	-6123.0	
-8371.1474	3723.7539948381705	-167408.0	-8276.0	
-2228.6198559928	4528.9490056319955	-31586.0	-0.0	
-8889.679082889897	1061.2843823354972	-13961.0	-6123.0	
-8576.07375	4191.843228439125	-123387.0	-8276.0	
-2122.615655782789	4493.252133445345	-31586.0	-0.0	
-8895.865655037936	1067.398208409439	-13961.0	-6123.0	
